Category,Year,Title,Venue,PDF,File
fl on graph data and graph neural networks,2021,FedSGC: Federated Simple Graph Convolution for Node Classification,IJCAI Workshop,https://federated-learning.org/fl-ijcai-2021/FTL-IJCAI21_paper_5.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_FedSGC: Federated Simple Graph Convolution for Node Classification.pdf
fl on graph data and graph neural networks,2021,DAG-FL: Direct Acyclic Graph-based Blockchain Empowers On-Device Federated Learning,ICC,https://arxiv.org/pdf/2104.13092.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_DAG-FL: Direct Acyclic Graph-based Blockchain Empowers On-Device Federated Learning.pdf
fl on graph data and graph neural networks,2021,FedE: Embedding Knowledge Graphs in Federated Setting **`kg.`**,IJCKG,https://arxiv.org/pdf/2010.12882.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_FedE: Embedding Knowledge Graphs in Federated Setting `kg.`.pdf
fl on graph data and graph neural networks,2021,A Graph Federated Architecture with Privacy Preserving Learning,SPAWC,https://arxiv.org/pdf/2104.13215.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_A Graph Federated Architecture with Privacy Preserving Learning.pdf
fl on graph data and graph neural networks,2021,Federated Social Recommendation with Graph Neural Network,ACM TIST,https://arxiv.org/pdf/2111.10778.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Federated Social Recommendation with Graph Neural Network.pdf
fl on graph data and graph neural networks,2021,FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks :fire: **`surv.`**,ICLR Workshop / MLSys Workshop,https://arxiv.org/pdf/2104.07145.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks :fire: `su.pdf
fl on graph data and graph neural networks,2021,Cluster-driven Graph Federated Learning over Multiple Domains,CVPR Workshop,https://arxiv.org/pdf/2104.14628.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Cluster-driven Graph Federated Learning over Multiple Domains.pdf
fl on graph data and graph neural networks,2021,FedGNN: Federated Graph Neural Network for Privacy-Preserving Recommendation,ICML workshop,https://arxiv.org/pdf/2102.04925.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_FedGNN: Federated Graph Neural Network for Privacy-Preserving Recommendation.pdf
fl on graph data and graph neural networks,2021,Decentralized federated learning of deep neural networks on non-iid data,ICML workshop,https://arxiv.org/pdf/2107.08517.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Decentralized federated learning of deep neural networks on non-iid data.pdf
fl on graph data and graph neural networks,2021,Distributed Training of Graph Convolutional Networks,TSIPN,https://arxiv.org/pdf/2007.06281.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Distributed Training of Graph Convolutional Networks.pdf
fl on graph data and graph neural networks,2020,Decentralized federated learning for electronic health records,NeurIPS Workshop / CISS,https://arxiv.org/pdf/1912.01792.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2020_Decentralized federated learning for electronic health records.pdf
fl on graph data and graph neural networks,2020,ASFGNN: Automated Separated-Federated Graph Neural Network,PPNA,https://arxiv.org/pdf/2011.03248.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2020_ASFGNN: Automated Separated-Federated Graph Neural Network.pdf
fl on graph data and graph neural networks,2020,Decentralized federated learning via sgd over wireless d2d networks,SPAWC,https://arxiv.org/pdf/2002.12507.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2020_Decentralized federated learning via sgd over wireless d2d networks.pdf
fl on graph data and graph neural networks,2019,Towards Federated Graph Learning for Collaborative Financial Crimes Detection,NeurIPS Workshop,https://arxiv.org/pdf/1909.12946.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2019_Towards Federated Graph Learning for Collaborative Financial Crimes Detection.pdf
fl on graph data and graph neural networks,2023,FedHGN: A Federated Framework for Heterogeneous Graph Neural Networks.,preprint,https://arxiv.org/pdf/2305.09729.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_FedHGN: A Federated Framework for Heterogeneous Graph Neural Networks..pdf
fl on graph data and graph neural networks,2023,Graph-guided Personalization for Federated Recommendation.,preprint,https://arxiv.org/pdf/2305.07866.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_Graph-guided Personalization for Federated Recommendation..pdf
fl on graph data and graph neural networks,2023,GraphGANFed: A Federated Generative Framework for Graph-Structured Molecules Towards Efficient Drug Discovery.,preprint,https://arxiv.org/pdf/2304.05498.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_GraphGANFed: A Federated Generative Framework for Graph-Structured Molecules Towards Effic.pdf
fl on graph data and graph neural networks,2023,GLASU: A Communication-Efficient Algorithm for Federated Learning with Vertically Distributed Graph Data,preprint,https://arxiv.org/pdf/2303.09531.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_GLASU: A Communication-Efficient Algorithm for Federated Learning with Vertically Distribu.pdf
fl on graph data and graph neural networks,2023,Vertical Federated Graph Neural Network for Recommender System,preprint,https://arxiv.org/pdf/2303.05786.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_Vertical Federated Graph Neural Network for Recommender System.pdf
fl on graph data and graph neural networks,2023,Lumos: Heterogeneity-aware Federated Graph Learning over Decentralized Devices,preprint,https://arxiv.org/pdf/2303.00492.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_Lumos: Heterogeneity-aware Federated Graph Learning over Decentralized Devices.pdf
fl on graph data and graph neural networks,2023,Securing IoT Communication using Physical Sensor Data - Graph Layer Security  with Federated Multi-Agent Deep Reinforcement Learning.,preprint,https://arxiv.org/pdf/2302.12592.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_Securing IoT Communication using Physical Sensor Data - Graph Layer Security  with Federat.pdf
fl on graph data and graph neural networks,2023,Heterogeneous Federated Knowledge Graph Embedding Learning and Unlearning.,preprint,https://arxiv.org/pdf/2302.02069.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_Heterogeneous Federated Knowledge Graph Embedding Learning and Unlearning..pdf
fl on graph data and graph neural networks,2023,Uplink Scheduling in Federated Learning: an Importance-Aware Approach via Graph Representation Learning,preprint,https://arxiv.org/pdf/2301.11903.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2023_Uplink Scheduling in Federated Learning: an Importance-Aware Approach via Graph Representa.pdf
fl on graph data and graph neural networks,2022,Graph Federated Learning with Hidden Representation Sharing,preprint,https://arxiv.org/pdf/2212.12158.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Graph Federated Learning with Hidden Representation Sharing.pdf
fl on graph data and graph neural networks,2022,M3FGM:a node masking and multi-granularity message passing-based federated graph model for spatial-temporal data prediction,preprint,https://arxiv.org/pdf/2210.16193.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_M3FGM:a node masking and multi-granularity message passing-based federated graph model for.pdf
fl on graph data and graph neural networks,2022,Federated Graph-based Networks with Shared Embedding,preprint,https://arxiv.org/pdf/2210.01803.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Federated Graph-based Networks with Shared Embedding.pdf
fl on graph data and graph neural networks,2022,Privacy-preserving Decentralized Federated Learning over Time-varying Communication Graph,preprint,https://arxiv.org/pdf/2210.00325.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Privacy-preserving Decentralized Federated Learning over Time-varying Communication Graph.pdf
fl on graph data and graph neural networks,2022,Heterogeneous Federated Learning on a Graph.,preprint,https://arxiv.org/pdf/2209.08737.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Heterogeneous Federated Learning on a Graph..pdf
fl on graph data and graph neural networks,2022,FedEgo: Privacy-preserving Personalized Federated Graph Learning with Ego-graphs,preprint,https://arxiv.org/pdf/2208.13685.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_FedEgo: Privacy-preserving Personalized Federated Graph Learning with Ego-graphs.pdf
fl on graph data and graph neural networks,2022,Federated Graph Contrastive Learning,preprint,https://arxiv.org/pdf/2207.11836.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Federated Graph Contrastive Learning.pdf
fl on graph data and graph neural networks,2022,FD-GATDR: A Federated-Decentralized-Learning Graph Attention Network for Doctor Recommendation Using EHR,preprint,https://arxiv.org/pdf/2207.05750.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_FD-GATDR: A Federated-Decentralized-Learning Graph Attention Network for Doctor Recommenda.pdf
fl on graph data and graph neural networks,2022,Privacy-preserving Graph Analytics: Secure Generation and Federated Learning,preprint,https://arxiv.org/pdf/2207.00048.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Privacy-preserving Graph Analytics: Secure Generation and Federated Learning.pdf
fl on graph data and graph neural networks,2022,Federated Graph Attention Network for Rumor Detection,preprint,https://arxiv.org/pdf/2206.05713.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Federated Graph Attention Network for Rumor Detection.pdf
fl on graph data and graph neural networks,2022,FedRel: An Adaptive Federated Relevance Framework for Spatial Temporal Graph Learning,preprint,https://arxiv.org/pdf/2206.03420.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_FedRel: An Adaptive Federated Relevance Framework for Spatial Temporal Graph Learning.pdf
fl on graph data and graph neural networks,2022,Privatized Graph Federated Learning,preprint,https://arxiv.org/pdf/2203.07105.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Privatized Graph Federated Learning.pdf
fl on graph data and graph neural networks,2022,"Federated Graph Neural Networks: Overview, Techniques and Challenges **`surv.`**",preprint,https://arxiv.org/pdf/2202.07256.pdf,"AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Federated Graph Neural Networks: Overview, Techniques and Challenges `surv.`.pdf"
fl on graph data and graph neural networks,2022,Federated Learning with Heterogeneous Architectures using Graph HyperNetworks,preprint,https://arxiv.org/pdf/2201.08459.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2022_Federated Learning with Heterogeneous Architectures using Graph HyperNetworks.pdf
fl on graph data and graph neural networks,2021,STFL: A Temporal-Spatial Federated Learning Framework for Graph Neural Networks,preprint,https://arxiv.org/pdf/2111.06750.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_STFL: A Temporal-Spatial Federated Learning Framework for Graph Neural Networks.pdf
fl on graph data and graph neural networks,2021,PPSGCN: A Privacy-Preserving Subgraph Sampling Based Distributed GCN Training Method,preprint,https://arxiv.org/pdf/2110.12906.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_PPSGCN: A Privacy-Preserving Subgraph Sampling Based Distributed GCN Training Method.pdf
fl on graph data and graph neural networks,2021,Leveraging a Federation of Knowledge Graphs to Improve Faceted Search in Digital Libraries **`kg.`**,preprint,https://arxiv.org/pdf/2107.05447.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Leveraging a Federation of Knowledge Graphs to Improve Faceted Search in Digital Libraries.pdf
fl on graph data and graph neural networks,2021,Federated Myopic Community Detection with One-shot Communication,preprint,https://arxiv.org/pdf/2106.07255.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Federated Myopic Community Detection with One-shot Communication.pdf
fl on graph data and graph neural networks,2021,Federated Graph Learning -- A Position Paper **`surv.`**,preprint,https://arxiv.org/pdf/2105.11099.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_Federated Graph Learning -- A Position Paper `surv.`.pdf
fl on graph data and graph neural networks,2021,A Vertical Federated Learning Framework for Graph Convolutional Network,preprint,https://arxiv.org/pdf/2106.11593.pdf,AwesomeFL_PDF/fl on graph data and graph neural networks/2021_A Vertical Federated Learning Framework for Graph Convolutional Network.pdf
